Trade #,Type,Date and time,Signal,Price AUD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
140,Exit short,2024-11-05 16:00:00,Close entry(s) order Short,1.6452,1000,1644.6,-0.59,-0.05,0.69,0.06,-0.49,-0.05,150.84,15.08
140,Entry short,2024-11-05 13:00:00,Short,1.6446,1000,1644.6,-0.59,-0.05,0.69,0.06,-0.49,-0.05,150.84,15.08
141,Exit short,2024-11-06 20:00:00,Close entry(s) order Short,1.632,1000,1631.4,-0.59,-0.05,0.3,0.03,-0.5,-0.05,150.25,15.02
141,Entry short,2024-11-06 19:00:00,Short,1.6314,1000,1631.4,-0.59,-0.05,0.3,0.03,-0.5,-0.05,150.25,15.02
142,Exit short,2024-11-08 01:00:00,Close entry(s) order Short,1.6182,1000,1618.8,0.21,0.02,1.09,0.10,-0.1,-0.01,150.46,15.05
142,Entry short,2024-11-07 15:00:00,Short,1.6188,1000,1618.8,0.21,0.02,1.09,0.10,-0.1,-0.01,150.46,15.05
143,Exit long,2024-11-12 19:00:00,Close entry(s) order Long,1.626,1000,1625.4,0.2,0.02,1.09,0.10,-0.1,-0.01,150.66,15.07
143,Entry long,2024-11-12 17:00:00,Long,1.6254,1000,1625.4,0.2,0.02,1.09,0.10,-0.1,-0.01,150.66,15.07
144,Exit long,2024-11-14 22:00:00,Close entry(s) order Long,1.6308,1000,1630.8,-0.19,-0.02,0.57,0.05,-0.48,-0.05,150.47,15.05
144,Entry long,2024-11-14 15:00:00,Long,1.6308,1000,1630.8,-0.19,-0.02,0.57,0.05,-0.48,-0.05,150.47,15.05
145,Exit short,2024-11-20 08:00:00,Close entry(s) order Short,1.6224,1000,1623,0.2,0.02,0.69,0.06,-0.1,-0.01,150.67,15.07
145,Entry short,2024-11-19 16:00:00,Short,1.623,1000,1623,0.2,0.02,0.69,0.06,-0.1,-0.01,150.67,15.07
146,Exit short,2024-11-22 04:00:00,Close entry(s) order Short,1.6086,1000,1612.2,2.16,0.21,3.27,0.31,-0.09,-0.01,152.83,15.28
146,Entry short,2024-11-21 16:00:00,Short,1.6122,1000,1612.2,2.16,0.21,3.27,0.31,-0.09,-0.01,152.83,15.28
147,Exit long,2024-11-26 15:00:00,Close entry(s) order Long,1.6224,1000,1622.4,-0.19,-0.02,0.69,0.06,-0.09,-0.01,152.64,15.26
147,Entry long,2024-11-26 14:00:00,Long,1.6224,1000,1622.4,-0.19,-0.02,0.69,0.06,-0.09,-0.01,152.64,15.26
148,Exit long,2024-11-27 18:00:00,Close entry(s) order Long,1.6278,1000,1628.4,-0.58,-0.05,0,0.00,-0.48,-0.05,152.06,15.21
148,Entry long,2024-11-27 18:00:00,Long,1.6284,1000,1628.4,-0.58,-0.05,0,0.00,-0.48,-0.05,152.06,15.21
149,Exit short,2024-11-29 16:00:00,Close entry(s) order Short,1.6206,1000,1620.6,-0.19,-0.02,0.3,0.03,-0.48,-0.05,151.87,15.19
149,Entry short,2024-11-29 14:00:00,Short,1.6206,1000,1620.6,-0.19,-0.02,0.3,0.03,-0.48,-0.05,151.87,15.19
150,Exit long,2024-12-03 19:00:00,Close entry(s) order Long,1.6218,1000,1622.4,-0.58,-0.05,0.29,0.03,-0.48,-0.05,151.29,15.13
150,Entry long,2024-12-03 15:00:00,Long,1.6224,1000,1622.4,-0.58,-0.05,0.29,0.03,-0.48,-0.05,151.29,15.13
151,Exit long,2024-12-05 18:00:00,Close entry(s) order Long,1.6416,1000,1638,2.13,0.20,2.99,0.28,-0.09,-0.01,153.42,15.34
151,Entry long,2024-12-05 13:00:00,Long,1.638,1000,1638,2.13,0.20,2.99,0.28,-0.09,-0.01,153.42,15.34
152,Exit long,2024-12-08 22:00:00,Close entry(s) order Long,1.6536,1000,1651.8,0.96,0.09,1.84,0.17,-0.1,-0.01,154.38,15.44
152,Entry long,2024-12-06 15:00:00,Long,1.6518,1000,1651.8,0.96,0.09,1.84,0.17,-0.1,-0.01,154.38,15.44
153,Exit long,2024-12-11 03:00:00,Close entry(s) order Long,1.6506,1000,1650.6,-0.19,-0.02,0.67,0.06,-0.09,-0.01,154.19,15.42
153,Entry long,2024-12-10 23:00:00,Long,1.6506,1000,1650.6,-0.19,-0.02,0.67,0.06,-0.09,-0.01,154.19,15.42
154,Exit long,2024-12-16 03:00:00,Close entry(s) order Long,1.6506,1000,1648.8,0.96,0.09,1.81,0.17,-0.09,-0.01,155.14,15.51
154,Entry long,2024-12-13 15:00:00,Long,1.6488,1000,1648.8,0.96,0.09,1.81,0.17,-0.09,-0.01,155.14,15.51
155,Exit long,2024-12-17 18:00:00,Close entry(s) order Long,1.656,1000,1656.6,-0.57,-0.05,0,0.00,-0.48,-0.05,154.57,15.46
155,Entry long,2024-12-17 17:00:00,Long,1.6566,1000,1656.6,-0.57,-0.05,0,0.00,-0.48,-0.05,154.57,15.46
156,Exit long,2024-12-19 03:00:00,Close entry(s) order Long,1.6668,1000,1665.6,0.56,0.05,1.4,0.14,-0.09,-0.01,155.13,15.51
156,Entry long,2024-12-18 23:00:00,Long,1.6656,1000,1665.6,0.56,0.05,1.4,0.14,-0.09,-0.01,155.13,15.51
157,Exit long,2024-12-20 06:00:00,Close entry(s) order Long,1.6638,1000,1660.8,1.68,0.16,2.78,0.27,-0.09,-0.01,156.81,15.68
157,Entry long,2024-12-19 22:00:00,Long,1.6608,1000,1660.8,1.68,0.16,2.78,0.27,-0.09,-0.01,156.81,15.68
158,Exit long,2024-12-23 05:00:00,Close entry(s) order Long,1.6686,1000,1668.6,-0.19,-0.02,0.66,0.06,-0.36,-0.03,156.63,15.66
158,Entry long,2024-12-22 22:00:00,Long,1.6686,1000,1668.6,-0.19,-0.02,0.66,0.06,-0.36,-0.03,156.63,15.66
159,Exit long,2024-12-27 00:00:00,Close entry(s) order Long,1.6752,1000,1672.2,1.68,0.16,2.52,0.24,-0.09,-0.01,158.31,15.83
159,Entry long,2024-12-26 15:00:00,Long,1.6722,1000,1672.2,1.68,0.16,2.52,0.24,-0.09,-0.01,158.31,15.83
160,Exit short,2024-12-30 21:00:00,Close entry(s) order Short,1.671,1000,1672.2,0.56,0.05,1.49,0.14,-0.32,-0.03,158.86,15.89
160,Entry short,2024-12-30 13:00:00,Short,1.6722,1000,1672.2,0.56,0.05,1.49,0.14,-0.32,-0.03,158.86,15.89
161,Exit short,2025-01-02 23:00:00,Close entry(s) order Short,1.6548,1000,1661.4,3.91,0.38,4.73,0.46,-0.09,-0.01,162.77,16.28
161,Entry short,2025-01-02 13:00:00,Short,1.6614,1000,1661.4,3.91,0.38,4.73,0.46,-0.09,-0.01,162.77,16.28
162,Exit long,2025-01-07 00:00:00,Close entry(s) order Long,1.6632,1000,1659.6,2.06,0.20,2.92,0.28,-0.09,-0.01,164.84,16.48
162,Entry long,2025-01-06 15:00:00,Long,1.6596,1000,1659.6,2.06,0.20,2.92,0.28,-0.09,-0.01,164.84,16.48
163,Exit long,2025-01-10 14:00:00,Close entry(s) order Long,1.665,1000,1665.6,-0.56,-0.05,0,0.00,-0.46,-0.05,164.28,16.43
163,Entry long,2025-01-10 14:00:00,Long,1.6656,1000,1665.6,-0.56,-0.05,0,0.00,-0.46,-0.05,164.28,16.43
164,Exit long,2025-01-15 02:00:00,Close entry(s) order Long,1.665,1000,1660.2,2.79,0.27,3.62,0.35,-0.09,-0.01,167.07,16.71
164,Entry long,2025-01-14 14:00:00,Long,1.6602,1000,1660.2,2.79,0.27,3.62,0.35,-0.09,-0.01,167.07,16.71
165,Exit short,2025-01-16 01:00:00,Close entry(s) order Short,1.6524,1000,1653.6,0.56,0.05,1.59,0.15,-0.09,-0.01,167.63,16.76
165,Entry short,2025-01-15 19:00:00,Short,1.6536,1000,1653.6,0.56,0.05,1.59,0.15,-0.09,-0.01,167.63,16.76
166,Exit long,2025-01-17 14:00:00,Close entry(s) order Long,1.6644,1000,1664.4,-0.19,-0.02,0.65,0.06,-0.09,-0.01,167.44,16.74
166,Entry long,2025-01-17 13:00:00,Long,1.6644,1000,1664.4,-0.19,-0.02,0.65,0.06,-0.09,-0.01,167.44,16.74
167,Exit short,2025-01-23 06:00:00,Close entry(s) order Short,1.6596,1000,1659.6,-0.19,-0.02,0.66,0.06,-0.09,-0.01,167.26,16.73
167,Entry short,2025-01-23 01:00:00,Short,1.6596,1000,1659.6,-0.19,-0.02,0.66,0.06,-0.09,-0.01,167.26,16.73
168,Exit long,2025-01-26 22:00:00,Close entry(s) order Long,1.6626,1000,1661.4,0.57,0.05,1.19,0.11,-0.09,-0.01,167.82,16.78
168,Entry long,2025-01-24 14:00:00,Long,1.6614,1000,1661.4,0.57,0.05,1.19,0.11,-0.09,-0.01,167.82,16.78
169,Exit long,2025-01-30 14:00:00,Close entry(s) order Long,1.6758,1000,1672.8,1.68,0.16,2.52,0.24,-0.09,-0.01,169.51,16.95
169,Entry long,2025-01-30 13:00:00,Long,1.6728,1000,1672.8,1.68,0.16,2.52,0.24,-0.09,-0.01,169.51,16.95
170,Exit short,2025-02-04 04:00:00,Close entry(s) order Short,1.6626,1000,1663.8,0.56,0.05,1.58,0.15,-0.68,-0.07,170.07,17.01
170,Entry short,2025-02-03 21:00:00,Short,1.6638,1000,1663.8,0.56,0.05,1.58,0.15,-0.68,-0.07,170.07,17.01
171,Exit short,2025-02-06 03:00:00,Close entry(s) order Short,1.6566,1000,1656,-0.56,-0.05,0.65,0.06,-0.47,-0.05,169.5,16.95
171,Entry short,2025-02-05 16:00:00,Short,1.656,1000,1656,-0.56,-0.05,0.65,0.06,-0.47,-0.05,169.5,16.95
172,Exit short,2025-02-10 13:00:00,Close entry(s) order Short,1.6446,1000,1647.6,1.7,0.16,2.16,0.21,-0.09,-0.01,171.2,17.12
172,Entry short,2025-02-07 17:00:00,Short,1.6476,1000,1647.6,1.7,0.16,2.16,0.21,-0.09,-0.01,171.2,17.12
173,Exit long,2025-02-12 18:00:00,Close entry(s) order Long,1.6536,1000,1653,0.19,0.02,1.04,0.10,-0.09,-0.01,171.39,17.14
173,Entry long,2025-02-12 13:00:00,Long,1.653,1000,1653,0.19,0.02,1.04,0.10,-0.09,-0.01,171.39,17.14
174,Exit long,2025-02-23 23:00:00,Close entry(s) order Long,1.6452,1000,1645.2,-0.19,-0.02,0.67,0.06,-0.09,-0.01,171.2,17.12
174,Entry long,2025-02-21 19:00:00,Long,1.6452,1000,1645.2,-0.19,-0.02,0.67,0.06,-0.09,-0.01,171.2,17.12
175,Exit long,2025-02-25 07:00:00,Close entry(s) order Long,1.6494,1000,1647.6,0.95,0.09,1.45,0.14,-0.09,-0.01,172.16,17.22
175,Entry long,2025-02-24 20:00:00,Long,1.6476,1000,1647.6,0.95,0.09,1.45,0.14,-0.09,-0.01,172.16,17.22
176,Exit long,2025-02-26 17:00:00,Close entry(s) order Long,1.662,1000,1662,-0.19,-0.02,0.74,0.07,-0.09,-0.01,171.97,17.20
176,Entry long,2025-02-26 13:00:00,Long,1.662,1000,1662,-0.19,-0.02,0.74,0.07,-0.09,-0.01,171.97,17.20
177,Exit long,2025-02-28 15:00:00,Close entry(s) order Long,1.6746,1000,1674.6,-0.19,-0.02,0.65,0.06,-0.09,-0.01,171.78,17.18
177,Entry long,2025-02-28 14:00:00,Long,1.6746,1000,1674.6,-0.19,-0.02,0.65,0.06,-0.09,-0.01,171.78,17.18
178,Exit long,2025-03-04 06:00:00,Close entry(s) order Long,1.6896,1000,1683,3.92,0.37,4.76,0.45,-0.09,-0.01,175.7,17.57
178,Entry long,2025-03-03 20:00:00,Long,1.683,1000,1683,3.92,0.37,4.76,0.45,-0.09,-0.01,175.7,17.57
179,Exit long,2025-03-04 19:00:00,Close entry(s) order Long,1.6986,1000,1692.6,3.54,0.34,4.39,0.42,-0.09,-0.01,179.24,17.92
179,Entry long,2025-03-04 14:00:00,Long,1.6926,1000,1692.6,3.54,0.34,4.39,0.42,-0.09,-0.01,179.24,17.92
180,Exit long,2025-03-05 18:00:00,Close entry(s) order Long,1.7058,1000,1704.6,0.56,0.05,1.41,0.13,-0.1,-0.01,179.8,17.98
180,Entry long,2025-03-05 15:00:00,Long,1.7046,1000,1704.6,0.56,0.05,1.41,0.13,-0.1,-0.01,179.8,17.98
181,Exit long,2025-03-06 15:00:00,Close entry(s) order Long,1.7082,1000,1708.2,-0.19,-0.02,0.88,0.08,-0.1,-0.01,179.61,17.96
181,Entry long,2025-03-06 13:00:00,Long,1.7082,1000,1708.2,-0.19,-0.02,0.88,0.08,-0.1,-0.01,179.61,17.96
182,Exit long,2025-03-10 01:00:00,Close entry(s) order Long,1.7214,1000,1722,-0.57,-0.05,0.28,0.03,-0.48,-0.04,179.03,17.90
182,Entry long,2025-03-09 23:00:00,Long,1.722,1000,1722,-0.57,-0.05,0.28,0.03,-0.48,-0.04,179.03,17.90
183,Exit long,2025-03-10 19:00:00,Close entry(s) order Long,1.7256,1000,1718.4,4.35,0.40,5.2,0.48,-0.1,-0.01,183.38,18.34
183,Entry long,2025-03-10 14:00:00,Long,1.7184,1000,1718.4,4.35,0.40,5.2,0.48,-0.1,-0.01,183.38,18.34
184,Exit long,2025-03-11 15:00:00,Close entry(s) order Long,1.74,1000,1737,1.69,0.15,2.54,0.23,-0.1,-0.01,185.07,18.51
184,Entry long,2025-03-11 14:00:00,Long,1.737,1000,1737,1.69,0.15,2.54,0.23,-0.1,-0.01,185.07,18.51
185,Exit short,2025-03-13 01:00:00,Close entry(s) order Short,1.7214,1000,1729.8,5.11,0.47,5.97,0.55,-0.1,-0.01,190.18,19.02
185,Entry short,2025-03-12 16:00:00,Short,1.7298,1000,1729.8,5.11,0.47,5.97,0.55,-0.1,-0.01,190.18,19.02
186,Exit short,2025-03-17 05:00:00,Close entry(s) order Short,1.7196,1000,1723.2,2.08,0.19,2.91,0.27,-0.1,-0.01,192.26,19.23
186,Entry short,2025-03-14 13:00:00,Short,1.7232,1000,1723.2,2.08,0.19,2.91,0.27,-0.1,-0.01,192.26,19.23
187,Exit short,2025-03-20 00:00:00,Close entry(s) order Short,1.716,1000,1719.6,2.09,0.19,2.95,0.27,-0.1,-0.01,194.35,19.44
187,Entry short,2025-03-19 15:00:00,Short,1.7196,1000,1719.6,2.09,0.19,2.95,0.27,-0.1,-0.01,194.35,19.44
188,Exit long,2025-03-21 16:00:00,Close entry(s) order Long,1.725,1000,1725,-0.2,-0.02,0.66,0.06,-0.1,-0.01,194.16,19.42
188,Entry long,2025-03-21 13:00:00,Long,1.725,1000,1725,-0.2,-0.02,0.66,0.06,-0.1,-0.01,194.16,19.42
189,Exit short,2025-03-26 22:00:00,Close entry(s) order Short,1.7076,1000,1707.6,-0.19,-0.02,0.66,0.06,-0.1,-0.01,193.96,19.40
189,Entry short,2025-03-26 21:00:00,Short,1.7076,1000,1707.6,-0.19,-0.02,0.66,0.06,-0.1,-0.01,193.96,19.40
190,Exit long,2025-03-31 01:00:00,Close entry(s) order Long,1.7232,1000,1714.8,5.09,0.47,5.94,0.55,-0.1,-0.01,199.05,19.91
190,Entry long,2025-03-28 14:00:00,Long,1.7148,1000,1714.8,5.09,0.47,5.94,0.55,-0.1,-0.01,199.05,19.91
191,Exit long,2025-03-31 15:00:00,Close entry(s) order Long,1.7334,1000,1732.8,0.18,0.02,1.03,0.09,-0.1,-0.01,199.23,19.92
191,Entry long,2025-03-31 13:00:00,Long,1.7328,1000,1732.8,0.18,0.02,1.03,0.09,-0.1,-0.01,199.23,19.92
192,Exit long,2025-04-02 19:00:00,Close entry(s) order Long,1.7238,1000,1716,4.7,0.44,5.55,0.52,-0.1,-0.01,203.93,20.39
192,Entry long,2025-04-02 13:00:00,Long,1.716,1000,1716,4.7,0.44,5.55,0.52,-0.1,-0.01,203.93,20.39
193,Exit long,2025-04-03 00:00:00,Close entry(s) order Long,1.7394,1000,1734,3.2,0.29,4.06,0.37,-0.1,-0.01,207.14,20.71
193,Entry long,2025-04-02 23:00:00,Long,1.734,1000,1734,3.2,0.29,4.06,0.37,-0.1,-0.01,207.14,20.71
194,Exit long,2025-04-03 15:00:00,Close entry(s) order Long,1.7436,1000,1744.2,-0.58,-0.05,0.28,0.03,-0.48,-0.04,206.56,20.66
194,Entry long,2025-04-03 14:00:00,Long,1.7442,1000,1744.2,-0.58,-0.05,0.28,0.03,-0.48,-0.04,206.56,20.66
195,Exit long,2025-04-04 17:00:00,Close entry(s) order Long,1.8246,1000,1806,11.56,1.01,12.43,1.09,-0.1,-0.01,218.13,21.81
195,Entry long,2025-04-04 13:00:00,Long,1.806,1000,1806,11.56,1.01,12.43,1.09,-0.1,-0.01,218.13,21.81
196,Exit long,2025-04-07 00:00:00,Close entry(s) order Long,1.833,1000,1816.2,9.95,0.91,11.04,1.01,-0.1,-0.01,228.08,22.81
196,Entry long,2025-04-06 21:00:00,Long,1.8162,1000,1816.2,9.95,0.91,11.04,1.01,-0.1,-0.01,228.08,22.81
197,Exit long,2025-04-07 17:00:00,Close entry(s) order Long,1.836,1000,1831.8,2.34,0.21,3.16,0.29,-0.1,-0.01,230.41,23.04
197,Entry long,2025-04-07 16:00:00,Long,1.8318,1000,1831.8,2.34,0.21,3.16,0.29,-0.1,-0.01,230.41,23.04
198,Exit long,2025-04-07 19:00:00,Close entry(s) order Long,1.8294,1000,1827,1.25,0.11,2.08,0.19,-0.1,-0.01,231.66,23.17
198,Entry long,2025-04-07 18:00:00,Long,1.827,1000,1827,1.25,0.11,2.08,0.19,-0.1,-0.01,231.66,23.17
199,Exit short,2025-04-08 14:00:00,Close entry(s) order Short,1.803,1000,1805.4,1.24,0.11,2.06,0.19,-0.1,-0.01,232.91,23.29
199,Entry short,2025-04-08 13:00:00,Short,1.8054,1000,1805.4,1.24,0.11,2.06,0.19,-0.1,-0.01,232.91,23.29
200,Exit long,2025-04-09 01:00:00,Close entry(s) order Long,1.8462,1000,1816.8,17.32,1.60,18.13,1.68,-0.1,-0.01,250.22,25.02
200,Entry long,2025-04-08 16:00:00,Long,1.8168,1000,1816.8,17.32,1.60,18.13,1.68,-0.1,-0.01,250.22,25.02
201,Exit short,2025-04-09 14:00:00,Close entry(s) order Short,1.8258,1000,1834.8,5.16,0.47,5.98,0.55,-0.1,-0.01,255.39,25.54
201,Entry short,2025-04-09 13:00:00,Short,1.8348,1000,1834.8,5.16,0.47,5.98,0.55,-0.1,-0.01,255.39,25.54
202,Exit long,2025-04-09 16:00:00,Close entry(s) order Long,1.8396,1000,1833,3.73,0.34,4.55,0.42,-0.1,-0.01,259.12,25.91
202,Entry long,2025-04-09 14:00:00,Long,1.833,1000,1833,3.73,0.34,4.55,0.42,-0.1,-0.01,259.12,25.91
203,Exit short,2025-04-09 22:00:00,Close entry(s) order Short,1.7802,1000,1824,26.76,2.38,27.23,2.46,-0.1,-0.01,285.88,28.59
203,Entry short,2025-04-09 17:00:00,Short,1.824,1000,1824,26.76,2.38,27.23,2.46,-0.1,-0.01,285.88,28.59
204,Exit long,2025-04-10 14:00:00,Close entry(s) order Long,1.797,1000,1795.8,0.54,0.05,1.38,0.12,-0.1,-0.01,286.42,28.64
204,Entry long,2025-04-10 13:00:00,Long,1.7958,1000,1795.8,0.54,0.05,1.38,0.12,-0.1,-0.01,286.42,28.64
205,Exit long,2025-04-10 17:00:00,Close entry(s) order Long,1.806,1000,1801.8,2.39,0.22,3.22,0.29,-0.1,-0.01,288.81,28.88
205,Entry long,2025-04-10 15:00:00,Long,1.8018,1000,1801.8,2.39,0.22,3.22,0.29,-0.1,-0.01,288.81,28.88
206,Exit long,2025-04-11 01:00:00,Close entry(s) order Long,1.8186,1000,1803,9.51,0.85,10.35,0.92,-0.1,-0.01,298.31,29.83
206,Entry long,2025-04-10 22:00:00,Long,1.803,1000,1803,9.51,0.85,10.35,0.92,-0.1,-0.01,298.31,29.83
207,Exit short,2025-04-11 19:00:00,Close entry(s) order Short,1.8012,1000,1817.4,9.88,0.87,10.73,0.95,-0.1,-0.01,308.19,30.82
207,Entry short,2025-04-11 15:00:00,Short,1.8174,1000,1817.4,9.88,0.87,10.73,0.95,-0.1,-0.01,308.19,30.82
